,benchmark,cpu,mode1,mode2,target
1238,EP,8040.666198730469,C-states On,normal,normal_normal_EP_B_1_39
1237,EP,7599.533630371094,C-states On,normal,normal_normal_EP_B_1_38
1236,EP,7897.8121337890625,C-states On,normal,normal_normal_EP_B_1_37
1235,EP,7611.296966552734,C-states On,normal,normal_normal_EP_B_1_36
1234,EP,8453.088317871094,C-states On,normal,normal_normal_EP_B_1_35
1233,EP,7776.768585205078,C-states On,normal,normal_normal_EP_B_1_34
1232,EP,7610.651885986328,C-states On,normal,normal_normal_EP_B_1_33
1231,EP,7877.812347412109,C-states On,normal,normal_normal_EP_B_1_32
1230,EP,7297.840484619141,C-states On,normal,normal_normal_EP_B_1_31
1229,EP,7902.120208740234,C-states On,normal,normal_normal_EP_B_1_30
1228,EP,7716.314880371094,C-states On,normal,normal_normal_EP_B_1_29
1227,EP,7439.735321044922,C-states On,normal,normal_normal_EP_B_1_28
1225,EP,7369.774475097656,C-states On,normal,normal_normal_EP_B_1_26
100,LU,6496.853942871094,C-states On,cacheclean,normal_cacheclean_LU_C_64_1
1149,LU,6720.097473144531,C-states On,reboot,normal_reboot_LU_C_64_53
98,LU,6725.888427734375,C-states On,normal,normal_normal_LU_C_64_99
640,CG,2015.9684448242188,C-states On,normal,normal_normal_CG_C_32_45
639,CG,1866.3100280761719,C-states On,normal,normal_normal_CG_C_32_44
638,CG,1866.1947021484373,C-states On,normal,normal_normal_CG_C_32_43
637,CG,1865.3824157714844,C-states On,normal,normal_normal_CG_C_32_42
636,CG,1865.5179748535159,C-states On,normal,normal_normal_CG_C_32_41
635,CG,2021.3285522460935,C-states On,normal,normal_normal_CG_C_32_40
634,CG,1855.5482788085935,C-states On,normal,normal_normal_CG_C_32_4
633,CG,1876.48193359375,C-states On,normal,normal_normal_CG_C_32_39
632,CG,1864.7799072265625,C-states On,normal,normal_normal_CG_C_32_38
631,CG,1864.4642333984373,C-states On,normal,normal_normal_CG_C_32_37
630,CG,1874.0458984375,C-states On,normal,normal_normal_CG_C_32_36
629,CG,1880.0039978027344,C-states On,normal,normal_normal_CG_C_32_35
628,CG,1886.3395080566406,C-states On,normal,normal_normal_CG_C_32_34
627,CG,1865.9617309570312,C-states On,normal,normal_normal_CG_C_32_33
626,CG,1867.7635192871094,C-states On,normal,normal_normal_CG_C_32_32
625,CG,2015.2140502929688,C-states On,normal,normal_normal_CG_C_32_31
624,CG,1889.2603454589844,C-states On,normal,normal_normal_CG_C_32_30
623,CG,1873.814514160156,C-states On,normal,normal_normal_CG_C_32_3
622,CG,1863.5690612792969,C-states On,normal,normal_normal_CG_C_32_29
621,CG,1861.7366943359373,C-states On,normal,normal_normal_CG_C_32_28
620,CG,1883.2113037109373,C-states On,normal,normal_normal_CG_C_32_27
619,CG,1853.4910278320312,C-states On,normal,normal_normal_CG_C_32_26
618,CG,1839.9632568359373,C-states On,normal,normal_normal_CG_C_32_25
617,CG,1849.3595886230469,C-states On,normal,normal_normal_CG_C_32_24
616,CG,1845.4935607910159,C-states On,normal,normal_normal_CG_C_32_23
615,CG,1852.6864929199216,C-states On,normal,normal_normal_CG_C_32_22
614,CG,1871.244140625,C-states On,normal,normal_normal_CG_C_32_21
641,CG,1867.4109497070312,C-states On,normal,normal_normal_CG_C_32_46
613,CG,1847.0393371582031,C-states On,normal,normal_normal_CG_C_32_20
642,CG,1868.4480590820312,C-states On,normal,normal_normal_CG_C_32_47
644,CG,1867.6342468261719,C-states On,normal,normal_normal_CG_C_32_49
671,CG,1864.830810546875,C-states On,normal,normal_normal_CG_C_32_73
670,CG,1862.47216796875,C-states On,normal,normal_normal_CG_C_32_72
669,CG,1866.7332458496094,C-states On,normal,normal_normal_CG_C_32_71
668,CG,1861.7583312988281,C-states On,normal,normal_normal_CG_C_32_70
667,CG,1852.4895629882806,C-states On,normal,normal_normal_CG_C_32_7
666,CG,1876.7162475585935,C-states On,normal,normal_normal_CG_C_32_69
665,CG,1866.9583129882806,C-states On,normal,normal_normal_CG_C_32_68
664,CG,2048.157989501953,C-states On,normal,normal_normal_CG_C_32_67
663,CG,1867.2519226074216,C-states On,normal,normal_normal_CG_C_32_66
662,CG,1903.3165893554688,C-states On,normal,normal_normal_CG_C_32_65
661,CG,1860.50439453125,C-states On,normal,normal_normal_CG_C_32_64
660,CG,1863.397521972656,C-states On,normal,normal_normal_CG_C_32_63
659,CG,1867.5231018066406,C-states On,normal,normal_normal_CG_C_32_62
658,CG,2014.422119140625,C-states On,normal,normal_normal_CG_C_32_61
657,CG,1899.7024841308594,C-states On,normal,normal_normal_CG_C_32_60
656,CG,2000.2890319824216,C-states On,normal,normal_normal_CG_C_32_6
655,CG,1855.9281311035159,C-states On,normal,normal_normal_CG_C_32_59
654,CG,1868.9970397949216,C-states On,normal,normal_normal_CG_C_32_58
653,CG,1895.4019470214844,C-states On,normal,normal_normal_CG_C_32_57
652,CG,1868.1179809570312,C-states On,normal,normal_normal_CG_C_32_56
651,CG,1855.9651794433594,C-states On,normal,normal_normal_CG_C_32_55
650,CG,1868.8753662109373,C-states On,normal,normal_normal_CG_C_32_54
649,CG,1855.41796875,C-states On,normal,normal_normal_CG_C_32_53
648,CG,1863.3833923339844,C-states On,normal,normal_normal_CG_C_32_52
647,CG,1866.5069580078125,C-states On,normal,normal_normal_CG_C_32_51
646,CG,1882.3622131347656,C-states On,normal,normal_normal_CG_C_32_50
645,CG,1859.343688964844,C-states On,normal,normal_normal_CG_C_32_5
643,CG,2013.0615234375,C-states On,normal,normal_normal_CG_C_32_48
612,CG,1874.734313964844,C-states On,normal,normal_normal_CG_C_32_2
611,CG,1851.4181213378906,C-states On,normal,normal_normal_CG_C_32_19
610,CG,1851.6043701171875,C-states On,normal,normal_normal_CG_C_32_18
577,LU,6757.1939697265625,C-states On,cacheclean,normal_cacheclean_LU_C_64_79
576,LU,6763.26220703125,C-states On,cacheclean,normal_cacheclean_LU_C_64_78
575,LU,6762.077606201172,C-states On,cacheclean,normal_cacheclean_LU_C_64_77
574,LU,6729.434906005859,C-states On,cacheclean,normal_cacheclean_LU_C_64_76
573,LU,6756.071990966797,C-states On,cacheclean,normal_cacheclean_LU_C_64_75
572,LU,6758.831298828125,C-states On,cacheclean,normal_cacheclean_LU_C_64_74
571,LU,6732.874786376953,C-states On,cacheclean,normal_cacheclean_LU_C_64_73
570,LU,6760.852081298828,C-states On,cacheclean,normal_cacheclean_LU_C_64_72
569,LU,6752.837127685547,C-states On,cacheclean,normal_cacheclean_LU_C_64_71
568,LU,6862.246307373047,C-states On,cacheclean,normal_cacheclean_LU_C_64_70
567,LU,6746.455169677734,C-states On,cacheclean,normal_cacheclean_LU_C_64_7
566,LU,6749.342315673828,C-states On,cacheclean,normal_cacheclean_LU_C_64_69
565,LU,6762.693603515625,C-states On,cacheclean,normal_cacheclean_LU_C_64_68
564,LU,6974.607421875,C-states On,cacheclean,normal_cacheclean_LU_C_64_67
563,LU,6763.109802246094,C-states On,cacheclean,normal_cacheclean_LU_C_64_66
562,LU,6722.251220703125,C-states On,cacheclean,normal_cacheclean_LU_C_64_65
561,LU,6740.968688964844,C-states On,cacheclean,normal_cacheclean_LU_C_64_64
560,LU,6761.169189453125,C-states On,cacheclean,normal_cacheclean_LU_C_64_63
559,LU,6975.611114501953,C-states On,cacheclean,normal_cacheclean_LU_C_64_62
558,LU,6765.576568603516,C-states On,cacheclean,normal_cacheclean_LU_C_64_61
557,LU,6735.6468505859375,C-states On,cacheclean,normal_cacheclean_LU_C_64_60
556,LU,6740.243835449219,C-states On,cacheclean,normal_cacheclean_LU_C_64_6
555,LU,6764.631042480469,C-states On,cacheclean,normal_cacheclean_LU_C_64_59
554,LU,6516.528228759766,C-states On,cacheclean,normal_cacheclean_LU_C_64_58
553,LU,6515.1522216796875,C-states On,cacheclean,normal_cacheclean_LU_C_64_57
552,LU,6515.207855224609,C-states On,cacheclean,normal_cacheclean_LU_C_64_56
551,LU,6762.59326171875,C-states On,cacheclean,normal_cacheclean_LU_C_64_55
578,LU,6742.1571044921875,C-states On,cacheclean,normal_cacheclean_LU_C_64_8
579,LU,6743.5595703125,C-states On,cacheclean,normal_cacheclean_LU_C_64_80
580,LU,6763.429931640625,C-states On,cacheclean,normal_cacheclean_LU_C_64_81
581,LU,6740.3529052734375,C-states On,cacheclean,normal_cacheclean_LU_C_64_82
609,CG,1878.4681701660159,C-states On,normal,normal_normal_CG_C_32_17
608,CG,1854.2742309570312,C-states On,normal,normal_normal_CG_C_32_16
607,CG,1849.8053894042969,C-states On,normal,normal_normal_CG_C_32_15
606,CG,1863.8289794921875,C-states On,normal,normal_normal_CG_C_32_14
605,CG,1854.0870056152344,C-states On,normal,normal_normal_CG_C_32_13
604,CG,1846.2005615234373,C-states On,normal,normal_normal_CG_C_32_12
603,CG,1852.0608215332031,C-states On,normal,normal_normal_CG_C_32_11
602,CG,1901.1511840820312,C-states On,normal,normal_normal_CG_C_32_100
601,CG,1998.5802917480469,C-states On,normal,normal_normal_CG_C_32_10
600,CG,1855.1510620117188,C-states On,normal,normal_normal_CG_C_32_1
599,LU,6738.506164550781,C-states On,cacheclean,normal_cacheclean_LU_C_64_99
598,LU,6763.371917724609,C-states On,cacheclean,normal_cacheclean_LU_C_64_98
597,LU,6720.647735595703,C-states On,cacheclean,normal_cacheclean_LU_C_64_97
672,CG,1877.1625366210935,C-states On,normal,normal_normal_CG_C_32_74
596,LU,6761.875396728516,C-states On,cacheclean,normal_cacheclean_LU_C_64_96
594,LU,6732.831878662109,C-states On,cacheclean,normal_cacheclean_LU_C_64_94
593,LU,6761.553405761719,C-states On,cacheclean,normal_cacheclean_LU_C_64_93
592,LU,6749.585205078125,C-states On,cacheclean,normal_cacheclean_LU_C_64_92
591,LU,6723.583679199219,C-states On,cacheclean,normal_cacheclean_LU_C_64_91
590,LU,6752.631042480469,C-states On,cacheclean,normal_cacheclean_LU_C_64_90
589,LU,6727.9835205078125,C-states On,cacheclean,normal_cacheclean_LU_C_64_9
588,LU,6763.002197265625,C-states On,cacheclean,normal_cacheclean_LU_C_64_89
587,LU,6744.888458251953,C-states On,cacheclean,normal_cacheclean_LU_C_64_88
586,LU,6762.029022216797,C-states On,cacheclean,normal_cacheclean_LU_C_64_87
585,LU,6962.146392822266,C-states On,cacheclean,normal_cacheclean_LU_C_64_86
584,LU,6761.141448974609,C-states On,cacheclean,normal_cacheclean_LU_C_64_85
583,LU,6732.06689453125,C-states On,cacheclean,normal_cacheclean_LU_C_64_84
582,LU,6756.339202880859,C-states On,cacheclean,normal_cacheclean_LU_C_64_83
595,LU,6716.911193847656,C-states On,cacheclean,normal_cacheclean_LU_C_64_95
550,LU,6733.623138427734,C-states On,cacheclean,normal_cacheclean_LU_C_64_54
673,CG,1865.4427185058594,C-states On,normal,normal_normal_CG_C_32_75
675,CG,1867.0580749511719,C-states On,normal,normal_normal_CG_C_32_77
765,EP,7434.286315917969,C-states On,normal,normal_normal_EP_B_1_50p_68
764,EP,7835.390380859375,C-states On,normal,normal_normal_EP_B_1_50p_67
763,EP,7435.648956298828,C-states On,normal,normal_normal_EP_B_1_50p_66
762,EP,7952.830017089844,C-states On,normal,normal_normal_EP_B_1_50p_65
761,EP,7860.5157470703125,C-states On,normal,normal_normal_EP_B_1_50p_64
760,EP,7729.879119873047,C-states On,normal,normal_normal_EP_B_1_50p_63
759,EP,7360.452301025391,C-states On,normal,normal_normal_EP_B_1_50p_62
758,EP,7213.072570800781,C-states On,normal,normal_normal_EP_B_1_50p_61
757,EP,7829.817565917969,C-states On,normal,normal_normal_EP_B_1_50p_60
756,EP,7373.013763427734,C-states On,normal,normal_normal_EP_B_1_50p_6
755,EP,7826.071380615234,C-states On,normal,normal_normal_EP_B_1_50p_59
754,EP,7194.603820800781,C-states On,normal,normal_normal_EP_B_1_50p_58
753,EP,7343.66845703125,C-states On,normal,normal_normal_EP_B_1_50p_57
752,EP,7803.689178466797,C-states On,normal,normal_normal_EP_B_1_50p_56
751,EP,7600.449035644531,C-states On,normal,normal_normal_EP_B_1_50p_55
750,EP,7350.936950683594,C-states On,normal,normal_normal_EP_B_1_50p_54
749,EP,7350.733215332031,C-states On,normal,normal_normal_EP_B_1_50p_53
748,EP,7725.919860839844,C-states On,normal,normal_normal_EP_B_1_50p_52
747,EP,8467.141845703125,C-states On,normal,normal_normal_EP_B_1_50p_51
746,EP,7893.253662109375,C-states On,normal,normal_normal_EP_B_1_50p_50
745,EP,7227.410888671875,C-states On,normal,normal_normal_EP_B_1_50p_5
744,EP,7713.519989013672,C-states On,normal,normal_normal_EP_B_1_50p_49
743,EP,7540.109802246094,C-states On,normal,normal_normal_EP_B_1_50p_48
742,EP,7827.277160644531,C-states On,normal,normal_normal_EP_B_1_50p_47
741,EP,7822.303527832031,C-states On,normal,normal_normal_EP_B_1_50p_46
740,EP,7229.1529541015625,C-states On,normal,normal_normal_EP_B_1_50p_45
739,EP,7226.941833496094,C-states On,normal,normal_normal_EP_B_1_50p_44
766,EP,7832.461975097656,C-states On,normal,normal_normal_EP_B_1_50p_69
738,EP,7337.273162841797,C-states On,normal,normal_normal_EP_B_1_50p_43
767,EP,7333.1123046875,C-states On,normal,normal_normal_EP_B_1_50p_7
769,EP,7436.449462890625,C-states On,normal,normal_normal_EP_B_1_50p_71
796,EP,7836.212463378906,C-states On,normal,normal_normal_EP_B_1_50p_96
795,EP,7428.033447265625,C-states On,normal,normal_normal_EP_B_1_50p_95
794,EP,7821.768127441406,C-states On,normal,normal_normal_EP_B_1_50p_94
793,EP,7821.300659179687,C-states On,normal,normal_normal_EP_B_1_50p_93
792,EP,7777.477294921875,C-states On,normal,normal_normal_EP_B_1_50p_92
791,EP,7442.5869140625,C-states On,normal,normal_normal_EP_B_1_50p_91
790,EP,7834.546325683594,C-states On,normal,normal_normal_EP_B_1_50p_90
789,EP,7196.574676513672,C-states On,normal,normal_normal_EP_B_1_50p_9
788,EP,7430.7271728515625,C-states On,normal,normal_normal_EP_B_1_50p_89
787,EP,7703.863586425781,C-states On,normal,normal_normal_EP_B_1_50p_88
786,EP,7338.037628173828,C-states On,normal,normal_normal_EP_B_1_50p_87
785,EP,7725.5306396484375,C-states On,normal,normal_normal_EP_B_1_50p_86
784,EP,8782.352325439453,C-states On,normal,normal_normal_EP_B_1_50p_85
783,EP,7357.832214355469,C-states On,normal,normal_normal_EP_B_1_50p_84
782,EP,7703.355285644531,C-states On,normal,normal_normal_EP_B_1_50p_83
781,EP,7234.292633056641,C-states On,normal,normal_normal_EP_B_1_50p_82
780,EP,7491.9931640625,C-states On,normal,normal_normal_EP_B_1_50p_81
779,EP,7183.615264892578,C-states On,normal,normal_normal_EP_B_1_50p_80
778,EP,8244.642364501953,C-states On,normal,normal_normal_EP_B_1_50p_8
777,EP,7377.128967285156,C-states On,normal,normal_normal_EP_B_1_50p_79
776,EP,7688.862884521484,C-states On,normal,normal_normal_EP_B_1_50p_78
775,EP,7545.913940429687,C-states On,normal,normal_normal_EP_B_1_50p_77
774,EP,7531.944519042969,C-states On,normal,normal_normal_EP_B_1_50p_76
773,EP,7816.002624511719,C-states On,normal,normal_normal_EP_B_1_50p_75
772,EP,7534.168273925781,C-states On,normal,normal_normal_EP_B_1_50p_74
771,EP,7724.6573486328125,C-states On,normal,normal_normal_EP_B_1_50p_73
770,EP,7916.267181396484,C-states On,normal,normal_normal_EP_B_1_50p_72
768,EP,7542.135589599609,C-states On,normal,normal_normal_EP_B_1_50p_70
737,EP,7346.622711181641,C-states On,normal,normal_normal_EP_B_1_50p_42
736,EP,7686.204437255859,C-states On,normal,normal_normal_EP_B_1_50p_41
735,EP,7233.769958496094,C-states On,normal,normal_normal_EP_B_1_50p_40
702,EP,7431.057586669922,C-states On,normal,normal_normal_EP_B_1_50p_100
701,EP,7144.969299316406,C-states On,normal,normal_normal_EP_B_1_50p_10
700,EP,7625.4775390625,C-states On,normal,normal_normal_EP_B_1_50p_1
699,CG,2021.0540771484373,C-states On,normal,normal_normal_CG_C_32_99
698,CG,1866.7931518554688,C-states On,normal,normal_normal_CG_C_32_98
697,CG,2012.9561462402344,C-states On,normal,normal_normal_CG_C_32_97
696,CG,1865.1416320800781,C-states On,normal,normal_normal_CG_C_32_96
695,CG,1860.6015625,C-states On,normal,normal_normal_CG_C_32_95
694,CG,2038.7862243652344,C-states On,normal,normal_normal_CG_C_32_94
693,CG,1868.2832946777344,C-states On,normal,normal_normal_CG_C_32_93
692,CG,2024.56640625,C-states On,normal,normal_normal_CG_C_32_92
691,CG,1863.7066650390625,C-states On,normal,normal_normal_CG_C_32_91
690,CG,1898.1549072265625,C-states On,normal,normal_normal_CG_C_32_90
689,CG,1844.4016723632806,C-states On,normal,normal_normal_CG_C_32_9
688,CG,1864.1366271972656,C-states On,normal,normal_normal_CG_C_32_89
687,CG,2015.8637084960935,C-states On,normal,normal_normal_CG_C_32_88
686,CG,1868.9047241210935,C-states On,normal,normal_normal_CG_C_32_87
685,CG,2019.0534362792969,C-states On,normal,normal_normal_CG_C_32_86
684,CG,1866.945098876953,C-states On,normal,normal_normal_CG_C_32_85
683,CG,1861.2012023925781,C-states On,normal,normal_normal_CG_C_32_84
682,CG,2022.1656188964844,C-states On,normal,normal_normal_CG_C_32_83
681,CG,1890.903076171875,C-states On,normal,normal_normal_CG_C_32_82
680,CG,1893.2348937988281,C-states On,normal,normal_normal_CG_C_32_81
679,CG,1860.6148071289065,C-states On,normal,normal_normal_CG_C_32_80
678,CG,1856.913818359375,C-states On,normal,normal_normal_CG_C_32_8
677,CG,1864.394592285156,C-states On,normal,normal_normal_CG_C_32_79
676,CG,2016.3401184082031,C-states On,normal,normal_normal_CG_C_32_78
703,EP,7850.101501464844,C-states On,normal,normal_normal_EP_B_1_50p_11
704,EP,7362.216888427734,C-states On,normal,normal_normal_EP_B_1_50p_12
705,EP,7211.704864501953,C-states On,normal,normal_normal_EP_B_1_50p_13
706,EP,7590.269348144531,C-states On,normal,normal_normal_EP_B_1_50p_14
734,EP,7993.265106201172,C-states On,normal,normal_normal_EP_B_1_50p_4
733,EP,7823.462158203125,C-states On,normal,normal_normal_EP_B_1_50p_39
732,EP,7699.300476074219,C-states On,normal,normal_normal_EP_B_1_50p_38
731,EP,7430.189239501953,C-states On,normal,normal_normal_EP_B_1_50p_37
730,EP,7657.4962158203125,C-states On,normal,normal_normal_EP_B_1_50p_36
729,EP,7429.333312988281,C-states On,normal,normal_normal_EP_B_1_50p_35
728,EP,7321.044921875,C-states On,normal,normal_normal_EP_B_1_50p_34
727,EP,7320.921752929687,C-states On,normal,normal_normal_EP_B_1_50p_33
726,EP,7681.425109863281,C-states On,normal,normal_normal_EP_B_1_50p_32
725,EP,7815.095794677734,C-states On,normal,normal_normal_EP_B_1_50p_31
724,EP,7992.313507080078,C-states On,normal,normal_normal_EP_B_1_50p_30
723,EP,7705.197113037109,C-states On,normal,normal_normal_EP_B_1_50p_3
722,EP,7429.855010986328,C-states On,normal,normal_normal_EP_B_1_50p_29
674,CG,2008.90771484375,C-states On,normal,normal_normal_CG_C_32_76
721,EP,7432.5169677734375,C-states On,normal,normal_normal_EP_B_1_50p_28
719,EP,7722.135528564453,C-states On,normal,normal_normal_EP_B_1_50p_26
718,EP,7419.928680419922,C-states On,normal,normal_normal_EP_B_1_50p_25
717,EP,7430.897979736328,C-states On,normal,normal_normal_EP_B_1_50p_24
716,EP,7653.355895996094,C-states On,normal,normal_normal_EP_B_1_50p_23
715,EP,7534.073883056641,C-states On,normal,normal_normal_EP_B_1_50p_22
714,EP,7787.067840576172,C-states On,normal,normal_normal_EP_B_1_50p_21
713,EP,7995.531036376953,C-states On,normal,normal_normal_EP_B_1_50p_20
712,EP,7519.326873779297,C-states On,normal,normal_normal_EP_B_1_50p_2
711,EP,7162.911926269531,C-states On,normal,normal_normal_EP_B_1_50p_19
710,EP,7335.600982666016,C-states On,normal,normal_normal_EP_B_1_50p_18
709,EP,7712.506530761719,C-states On,normal,normal_normal_EP_B_1_50p_17
708,EP,7198.8878173828125,C-states On,normal,normal_normal_EP_B_1_50p_16
707,EP,7309.217132568359,C-states On,normal,normal_normal_EP_B_1_50p_15
720,EP,7537.8758544921875,C-states On,normal,normal_normal_EP_B_1_50p_27
797,EP,7542.342071533203,C-states On,normal,normal_normal_EP_B_1_50p_97
549,LU,7262.203277587891,C-states On,cacheclean,normal_cacheclean_LU_C_64_53
547,LU,6964.084808349609,C-states On,cacheclean,normal_cacheclean_LU_C_64_51
90,CG,1865.0855407714844,C-states On,cacheclean,cacheclean_normal_CG_C_32_90
89,CG,1881.9329528808594,C-states On,cacheclean,cacheclean_normal_CG_C_32_9
88,CG,2048.9293212890625,C-states On,cacheclean,cacheclean_normal_CG_C_32_89
87,CG,1876.7000732421875,C-states On,cacheclean,cacheclean_normal_CG_C_32_88
86,CG,1900.1871643066406,C-states On,cacheclean,cacheclean_normal_CG_C_32_87
85,CG,1906.7889404296875,C-states On,cacheclean,cacheclean_normal_CG_C_32_86
84,CG,1885.2072143554688,C-states On,cacheclean,cacheclean_normal_CG_C_32_85
83,CG,1897.4840393066406,C-states On,cacheclean,cacheclean_normal_CG_C_32_84
82,CG,1886.2471618652344,C-states On,cacheclean,cacheclean_normal_CG_C_32_83
81,CG,1895.1234130859373,C-states On,cacheclean,cacheclean_normal_CG_C_32_82
80,CG,1874.0935668945312,C-states On,cacheclean,cacheclean_normal_CG_C_32_81
79,CG,2065.028045654297,C-states On,cacheclean,cacheclean_normal_CG_C_32_80
78,CG,1854.932678222656,C-states On,cacheclean,cacheclean_normal_CG_C_32_8
77,CG,1918.6082153320312,C-states On,cacheclean,cacheclean_normal_CG_C_32_79
76,CG,2049.608459472656,C-states On,cacheclean,cacheclean_normal_CG_C_32_78
75,CG,1895.5209045410159,C-states On,cacheclean,cacheclean_normal_CG_C_32_77
74,CG,1903.931396484375,C-states On,cacheclean,cacheclean_normal_CG_C_32_76
73,CG,1891.7254028320312,C-states On,cacheclean,cacheclean_normal_CG_C_32_75
72,CG,1872.3978881835935,C-states On,cacheclean,cacheclean_normal_CG_C_32_74
71,CG,1896.8473510742188,C-states On,cacheclean,cacheclean_normal_CG_C_32_73
70,CG,2044.2932434082031,C-states On,cacheclean,cacheclean_normal_CG_C_32_72
69,CG,1899.54052734375,C-states On,cacheclean,cacheclean_normal_CG_C_32_71
68,CG,2036.7709045410159,C-states On,cacheclean,cacheclean_normal_CG_C_32_70
67,CG,1859.4945983886719,C-states On,cacheclean,cacheclean_normal_CG_C_32_7
66,CG,1898.437286376953,C-states On,cacheclean,cacheclean_normal_CG_C_32_69
65,CG,1862.3448791503906,C-states On,cacheclean,cacheclean_normal_CG_C_32_68
64,CG,1893.4593505859373,C-states On,cacheclean,cacheclean_normal_CG_C_32_67
91,CG,2031.7951049804688,C-states On,cacheclean,cacheclean_normal_CG_C_32_91
63,CG,1885.2836303710935,C-states On,cacheclean,cacheclean_normal_CG_C_32_66
92,CG,1868.7934265136719,C-states On,cacheclean,cacheclean_normal_CG_C_32_92
94,CG,1895.480529785156,C-states On,cacheclean,cacheclean_normal_CG_C_32_94
421,EP,8196.585327148438,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_28
420,EP,7843.410583496094,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_27
419,EP,7532.523529052734,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_26
418,EP,7611.2437744140625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_25
417,EP,7848.01416015625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_24
416,EP,8441.756866455078,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_23
415,EP,7814.294372558594,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_22
414,EP,8113.059387207031,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_21
413,EP,7936.685089111328,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_20
412,EP,7906.285614013672,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_2
411,EP,8417.160186767578,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_19
410,EP,7537.068206787109,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_18
409,EP,8089.42431640625,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_17
408,EP,8219.476104736328,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_16
407,EP,8732.948303222656,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_15
406,EP,8066.708862304687,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_14
405,EP,8169.096496582031,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_13
404,EP,8346.939178466797,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_12
403,EP,7642.375732421875,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_11
402,EP,7512.174285888672,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_100
401,EP,8027.924835205078,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_10
400,EP,8907.67025756836,C-states On,cacheclean,normal_cacheclean_EP_B_1_50p_1
99,CG,1905.6392517089844,C-states On,cacheclean,cacheclean_normal_CG_C_32_99
98,CG,1855.4480590820312,C-states On,cacheclean,cacheclean_normal_CG_C_32_98
97,CG,1905.9671936035159,C-states On,cacheclean,cacheclean_normal_CG_C_32_97
96,CG,1862.1752014160159,C-states On,cacheclean,cacheclean_normal_CG_C_32_96
95,CG,1869.1367492675781,C-states On,cacheclean,cacheclean_normal_CG_C_32_95
93,CG,2046.0685424804688,C-states On,cacheclean,cacheclean_normal_CG_C_32_93
62,CG,1893.2607116699216,C-states On,cacheclean,cacheclean_normal_CG_C_32_65
61,CG,1884.6356506347656,C-states On,cacheclean,cacheclean_normal_CG_C_32_64
60,CG,1894.5567626953125,C-states On,cacheclean,cacheclean_normal_CG_C_32_63
27,CG,1906.2906799316406,C-states On,cacheclean,cacheclean_normal_CG_C_32_33
26,CG,2049.475952148437,C-states On,cacheclean,cacheclean_normal_CG_C_32_32
25,CG,1909.813415527344,C-states On,cacheclean,cacheclean_normal_CG_C_32_31
24,CG,1917.0246276855469,C-states On,cacheclean,cacheclean_normal_CG_C_32_30
23,CG,2041.3829040527344,C-states On,cacheclean,cacheclean_normal_CG_C_32_3
22,CG,1873.6054992675781,C-states On,cacheclean,cacheclean_normal_CG_C_32_29
21,CG,1862.3640747070312,C-states On,cacheclean,cacheclean_normal_CG_C_32_28
20,CG,2037.1662292480469,C-states On,cacheclean,cacheclean_normal_CG_C_32_27
19,CG,1885.3242492675781,C-states On,cacheclean,cacheclean_normal_CG_C_32_26
18,CG,2035.7571105957031,C-states On,cacheclean,cacheclean_normal_CG_C_32_25
17,CG,1881.9855041503906,C-states On,cacheclean,cacheclean_normal_CG_C_32_24
16,CG,1890.8914489746094,C-states On,cacheclean,cacheclean_normal_CG_C_32_23
15,CG,1872.58056640625,C-states On,cacheclean,cacheclean_normal_CG_C_32_22
14,CG,1871.2737426757806,C-states On,cacheclean,cacheclean_normal_CG_C_32_21
13,CG,2022.2284851074216,C-states On,cacheclean,cacheclean_normal_CG_C_32_20
12,CG,1894.195251464844,C-states On,cacheclean,cacheclean_normal_CG_C_32_2
11,CG,1891.3997192382806,C-states On,cacheclean,cacheclean_normal_CG_C_32_19
10,CG,2009.7466735839844,C-states On,cacheclean,cacheclean_normal_CG_C_32_18
9,CG,1878.9035949707031,C-states On,cacheclean,cacheclean_normal_CG_C_32_17
8,CG,2057.410217285156,C-states On,cacheclean,cacheclean_normal_CG_C_32_16
7,CG,1898.5528869628906,C-states On,cacheclean,cacheclean_normal_CG_C_32_15
6,CG,2016.1762390136719,C-states On,cacheclean,cacheclean_normal_CG_C_32_14
