,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
4046,optimized_test_sha_B_1_20,21.403480529785156,9.762840270996094,194.64971923828125,163.46649169921875,2019-08-05 12:28:44.728,2019-08-05 12:28:47.730,20,389.28253173828125,778.5650634765625,optxDahu10xmix,3.002,97.32063293457031,optimized,test,sha,B,1,optimized test
4164,optimized_test_linpack_B_1_1,233.9136962890625,109.80167388916016,2130.056671142578,1797.157470703125,2019-08-05 12:29:41.761,2019-08-05 12:30:14.778,1,4270.929512023926,8541.859024047852,optxDahu10xmix,33.017,125.61557388305664,optimized,test,linpack,B,1,optimized test
4270,optimized_test_linpack_B_1_2,226.2381820678711,104.46570587158203,2067.7908325195312,1743.4621887207031,2019-08-05 12:30:17.782,2019-08-05 12:30:49.801,2,4141.9569091796875,8283.913818359375,optxDahu10xmix,32.019,125.5138457327178,optimized,test,linpack,B,1,optimized test
4373,optimized_test_linpack_B_1_3,225.7049789428711,103.60501861572266,2067.015380859375,1741.7610778808594,2019-08-05 12:30:52.806,2019-08-05 12:31:24.821,3,4138.086456298828,8276.172912597656,optxDahu10xmix,32.015,125.39655928178267,optimized,test,linpack,B,1,optimized test
4475,optimized_test_linpack_B_1_4,232.90377807617188,107.03158569335938,2131.8695373535156,1830.2326354980469,2019-08-05 12:31:27.825,2019-08-05 12:32:00.846,4,4302.037536621094,8604.075073242188,optxDahu10xmix,33.021,126.53051578297334,optimized,test,linpack,B,1,optimized test
4582,optimized_test_linpack_B_1_5,233.6109161376953,106.439453125,2161.3596801757812,1817.2925415039062,2019-08-05 12:32:03.850,2019-08-05 12:32:36.870,5,4318.702590942383,8637.405181884766,optxDahu10xmix,33.02,127.02066443948185,optimized,test,linpack,B,1,optimized test
4688,optimized_test_linpack_B_1_6,232.24293518066406,107.70293426513672,2154.169219970703,1825.3420104980469,2019-08-05 12:32:39.874,2019-08-05 12:33:12.890,6,4319.457099914551,8638.914199829102,optxDahu10xmix,33.016,127.04285587983973,optimized,test,linpack,B,1,optimized test
4793,optimized_test_linpack_B_1_7,225.9206314086914,104.73499298095703,2104.3297729492188,1793.1499633789062,2019-08-05 12:33:15.894,2019-08-05 12:33:47.914,7,4228.135360717773,8456.270721435547,optxDahu10xmix,32.02,128.12531396114466,optimized,test,linpack,B,1,optimized test
4898,optimized_test_linpack_B_1_8,225.62193298339844,104.9788589477539,2106.1453552246094,1792.8179016113281,2019-08-05 12:33:51.918,2019-08-05 12:34:23.938,8,4229.56404876709,8459.12809753418,optxDahu10xmix,32.02,128.16860753839666,optimized,test,linpack,B,1,optimized test
5001,optimized_test_linpack_B_1_9,226.052978515625,104.0451431274414,2105.27197265625,1797.0174255371094,2019-08-05 12:34:26.942,2019-08-05 12:34:58.962,9,4232.387519836426,8464.775039672852,optxDahu10xmix,32.02,128.25416726777047,optimized,test,linpack,B,1,optimized test
5104,optimized_test_linpack_B_1_10,232.40393829345703,107.9180679321289,2166.4050903320312,1840.0369873046875,2019-08-05 12:35:01.966,2019-08-05 12:35:34.981,10,4346.764083862305,8693.52816772461,optxDahu10xmix,33.015,127.84600246653838,optimized,test,linpack,B,1,optimized test
5211,optimized_test_linpack_B_1_11,225.8574447631836,104.28096771240234,2113.4718017578125,1795.2123718261719,2019-08-05 12:35:37.985,2019-08-05 12:36:10.006,11,4238.82258605957,8477.64517211914,optxDahu10xmix,32.021,128.44916927453244,optimized,test,linpack,B,1,optimized test
5314,optimized_test_linpack_B_1_12,232.24449157714844,107.98654174804688,2168.4239501953125,1850.1152954101562,2019-08-05 12:36:13.010,2019-08-05 12:36:46.025,12,4358.770278930664,8717.540557861328,optxDahu10xmix,33.015,128.19912585090188,optimized,test,linpack,B,1,optimized test
5419,optimized_test_linpack_B_1_13,225.33148956298828,103.29069519042969,2086.663787841797,1769.1445922851562,2019-08-05 12:36:49.029,2019-08-05 12:37:21.049,13,4184.430564880371,8368.861129760742,optxDahu10xmix,32.02,126.8009262084961,optimized,test,linpack,B,1,optimized test
5523,optimized_test_linpack_B_1_14,232.3265609741211,106.67899322509766,2154.68603515625,1823.2661437988281,2019-08-05 12:37:24.053,2019-08-05 12:37:57.069,14,4316.957733154297,8633.915466308594,optxDahu10xmix,33.016,126.96934509277344,optimized,test,linpack,B,1,optimized test
5628,optimized_test_linpack_B_1_15,232.28057098388672,106.29983520507812,2155.4257202148438,1830.3988647460938,2019-08-05 12:38:00.073,2019-08-05 12:38:33.093,15,4324.404991149902,8648.809982299805,optxDahu10xmix,33.02,127.18838209264419,optimized,test,linpack,B,1,optimized test
5734,optimized_test_linpack_B_1_16,225.79821014404297,103.2930679321289,2099.059051513672,1791.0256958007812,2019-08-05 12:38:36.098,2019-08-05 12:39:08.113,16,4219.176025390625,8438.35205078125,optxDahu10xmix,32.015,127.85381895123106,optimized,test,linpack,B,1,optimized test
5838,optimized_test_linpack_B_1_17,232.59390258789062,107.06841278076172,2167.8373413085938,1848.1660766601562,2019-08-05 12:39:11.117,2019-08-05 12:39:44.137,17,4355.665733337402,8711.331466674805,optxDahu10xmix,33.02,128.1078156863942,optimized,test,linpack,B,1,optimized test
5944,optimized_test_linpack_B_1_18,225.1410369873047,103.90435791015625,2105.9169311523438,1780.8863830566406,2019-08-05 12:39:47.141,2019-08-05 12:40:19.156,18,4215.848709106445,8431.69741821289,optxDahu10xmix,32.015,127.7529911850438,optimized,test,linpack,B,1,optimized test
6049,optimized_test_linpack_B_1_19,225.6139144897461,103.78916931152344,2111.3818359375,1788.4129943847656,2019-08-05 12:40:23.161,2019-08-05 12:40:55.181,19,4229.197914123535,8458.39582824707,optxDahu10xmix,32.02,128.15751254919803,optimized,test,linpack,B,1,optimized test
6151,optimized_test_linpack_B_1_20,232.36788940429688,107.77869415283203,2176.8807067871094,1844.5494995117188,2019-08-05 12:40:58.185,2019-08-05 12:41:31.201,20,4361.576789855957,8723.153579711914,optxDahu10xmix,33.016,128.28167028988108,optimized,test,linpack,B,1,optimized test
154,normal_test_pbzip_C_32_1,77.29485321044922,84.64405822753906,849.259033203125,933.4069519042969,2019-08-05 12:00:58.214,2019-08-05 12:01:07.220,1,1944.6048965454102,3889.2097930908203,optxDahu15xmix,9.006,194.46048965454102,normal,test,pbzip,C,32,normal test
189,normal_test_pbzip_C_32_2,82.44557189941406,77.10635375976562,957.817138671875,847.6970825195312,2019-08-05 12:01:10.225,2019-08-05 12:01:19.231,2,1965.066146850586,3930.132293701172,optxDahu15xmix,9.006,196.5066146850586,normal,test,pbzip,C,32,normal test
222,normal_test_pbzip_C_32_3,87.4378662109375,88.02867889404297,997.3017883300781,962.673583984375,2019-08-05 12:01:22.236,2019-08-05 12:01:32.243,3,2135.4419174194336,4270.883834838867,optxDahu15xmix,10.007,194.1310834017667,normal,test,pbzip,C,32,normal test
260,normal_test_pbzip_C_32_4,78.40290069580078,81.65653228759766,917.9750061035156,923.3419189453125,2019-08-05 12:01:35.249,2019-08-05 12:01:44.255,4,2001.3763580322266,4002.752716064453,optxDahu15xmix,9.006,200.13763580322265,normal,test,pbzip,C,32,normal test
293,normal_test_pbzip_C_32_5,85.56121826171875,74.3570556640625,1016.3083190917969,826.5968322753906,2019-08-05 12:01:47.260,2019-08-05 12:01:56.267,5,2002.8234252929688,4005.6468505859375,optxDahu15xmix,9.007,200.28234252929687,normal,test,pbzip,C,32,normal test
327,normal_test_pbzip_C_32_6,85.38360595703125,76.57292938232422,1005.5084533691406,817.1593322753906,2019-08-05 12:01:59.271,2019-08-05 12:02:08.278,6,1984.6243209838867,3969.2486419677734,optxDahu15xmix,9.007,198.46243209838866,normal,test,pbzip,C,32,normal test
361,normal_test_pbzip_C_32_7,84.74639892578125,75.40484619140625,1025.8179016113281,865.4610290527344,2019-08-05 12:02:11.283,2019-08-05 12:02:20.290,7,2051.43017578125,4102.8603515625,optxDahu15xmix,9.007,205.143017578125,normal,test,pbzip,C,32,normal test
395,normal_test_pbzip_C_32_8,81.52336120605469,82.86165618896484,987.838134765625,888.1725463867188,2019-08-05 12:02:23.295,2019-08-05 12:02:32.301,8,2040.3956985473633,4080.7913970947266,optxDahu15xmix,9.006,204.03956985473633,normal,test,pbzip,C,32,normal test
430,normal_test_pbzip_C_32_9,82.52222442626953,80.18284606933594,1003.0043334960938,918.7839050292969,2019-08-05 12:02:35.305,2019-08-05 12:02:44.312,9,2084.493309020996,4168.986618041992,optxDahu15xmix,9.007,208.4493309020996,normal,test,pbzip,C,32,normal test
463,normal_test_pbzip_C_32_10,71.37902069091797,91.6025161743164,886.5639343261719,1025.9109191894531,2019-08-05 12:02:47.317,2019-08-05 12:02:56.324,10,2075.4563903808594,4150.912780761719,optxDahu15xmix,9.007,207.54563903808594,normal,test,pbzip,C,32,normal test
497,normal_test_pbzip_C_32_11,83.83194732666016,78.46402740478516,982.468017578125,912.9465637207031,2019-08-05 12:02:59.328,2019-08-05 12:03:08.335,11,2057.7105560302734,4115.421112060547,optxDahu15xmix,9.007,205.77105560302735,normal,test,pbzip,C,32,normal test
531,normal_test_pbzip_C_32_12,78.9250259399414,84.08301544189453,932.6565246582031,956.5543518066406,2019-08-05 12:03:11.339,2019-08-05 12:03:20.346,12,2052.2189178466797,4104.437835693359,optxDahu15xmix,9.007,205.22189178466797,normal,test,pbzip,C,32,normal test
565,normal_test_pbzip_C_32_13,81.37775421142578,81.88935089111328,956.7036743164062,939.6336364746094,2019-08-05 12:03:23.351,2019-08-05 12:03:32.358,13,2059.6044158935547,4119.208831787109,optxDahu15xmix,9.007,205.96044158935547,normal,test,pbzip,C,32,normal test
599,normal_test_pbzip_C_32_14,90.43113708496094,87.98282623291016,1041.8440246582031,974.2422485351562,2019-08-05 12:03:35.363,2019-08-05 12:03:45.370,14,2194.5002365112305,4389.000473022461,optxDahu15xmix,10.007,199.50002150102094,normal,test,pbzip,C,32,normal test
636,normal_test_pbzip_C_32_15,89.14666748046875,72.9138412475586,1037.5696716308594,779.7341613769531,2019-08-05 12:03:48.375,2019-08-05 12:03:57.383,15,1979.3643417358398,3958.7286834716797,optxDahu15xmix,9.008,197.936434173584,normal,test,pbzip,C,32,normal test
671,normal_test_pbzip_C_32_16,80.62494659423828,81.88900756835938,991.6178283691406,910.6704711914062,2019-08-05 12:04:00.388,2019-08-05 12:04:09.394,16,2064.8022537231445,4129.604507446289,optxDahu15xmix,9.006,206.48022537231446,normal,test,pbzip,C,32,normal test
704,normal_test_pbzip_C_32_17,82.08454132080078,80.90617370605469,970.2188415527344,918.3172302246094,2019-08-05 12:04:12.399,2019-08-05 12:04:21.406,17,2051.526786804199,4103.053573608398,optxDahu15xmix,9.007,205.1526786804199,normal,test,pbzip,C,32,normal test
739,normal_test_pbzip_C_32_18,82.16484069824219,80.12293243408203,969.1387939453125,893.2520751953125,2019-08-05 12:04:24.411,2019-08-05 12:04:33.418,18,2024.6786422729492,4049.3572845458984,optxDahu15xmix,9.007,202.4678642272949,normal,test,pbzip,C,32,normal test
772,normal_test_pbzip_C_32_19,75.18896484375,69.188720703125,935.9906005859375,795.4878845214844,2019-08-05 12:04:36.422,2019-08-05 12:04:44.428,19,1875.8561706542969,3751.7123413085938,optxDahu15xmix,8.006,208.428463406033,normal,test,pbzip,C,32,normal test
805,normal_test_pbzip_C_32_20,75.39059448242188,72.14736938476562,894.4633178710938,817.3085021972656,2019-08-05 12:04:48.433,2019-08-05 12:04:56.439,20,1859.3097839355469,3718.6195678710938,optxDahu15xmix,8.006,206.58997599283853,normal,test,pbzip,C,32,normal test
840,normal_test_sha_B_1_1,21.821937561035156,11.820541381835938,205.9281005859375,140.50381469726562,2019-08-05 12:05:01.446,2019-08-05 12:05:04.448,1,380.0743942260742,760.1487884521484,optxDahu15xmix,3.002,95.01859855651855,normal,test,sha,B,1,normal test
856,normal_test_sha_B_1_2,12.5391845703125,20.86908721923828,173.22079467773438,172.32293701171875,2019-08-05 12:05:07.453,2019-08-05 12:05:10.455,2,378.9520034790039,757.9040069580078,optxDahu15xmix,3.002,94.73800086975098,normal,test,sha,B,1,normal test
872,normal_test_sha_B_1_3,22.00701141357422,11.577964782714844,211.9185791015625,154.58883666992188,2019-08-05 12:05:13.460,2019-08-05 12:05:16.462,3,400.09239196777344,800.1847839355469,optxDahu15xmix,3.002,100.02309799194336,normal,test,sha,B,1,normal test
890,normal_test_sha_B_1_4,14.869483947753906,7.664741516113281,141.12789916992188,99.70223999023438,2019-08-05 12:05:20.468,2019-08-05 12:05:22.470,4,263.36436462402344,526.7287292480469,optxDahu15xmix,2.002,87.78812154134114,normal,test,sha,B,1,normal test
905,normal_test_sha_B_1_5,14.869316101074219,7.5982513427734375,138.21432495117188,95.7730712890625,2019-08-05 12:05:26.475,2019-08-05 12:05:28.477,5,256.45496368408203,512.9099273681641,optxDahu15xmix,2.002,85.48498789469402,normal,test,sha,B,1,normal test
918,normal_test_sha_B_1_6,12.406082153320312,20.68402099609375,169.7833251953125,171.14862060546875,2019-08-05 12:05:31.482,2019-08-05 12:05:34.484,6,374.0220489501953,748.0440979003906,optxDahu15xmix,3.002,93.50551223754883,normal,test,sha,B,1,normal test
934,normal_test_sha_B_1_7,21.802894592285156,11.722312927246094,199.520751953125,139.62399291992188,2019-08-05 12:05:37.488,2019-08-05 12:05:40.490,7,372.6699523925781,745.3399047851562,optxDahu15xmix,3.002,93.16748809814453,normal,test,sha,B,1,normal test
951,normal_test_sha_B_1_8,12.45843505859375,21.059967041015625,185.97280883789062,177.82257080078125,2019-08-05 12:05:43.495,2019-08-05 12:05:46.497,8,397.31378173828125,794.6275634765625,optxDahu15xmix,3.002,99.32844543457031,normal,test,sha,B,1,normal test
969,normal_test_sha_B_1_9,8.198982238769531,14.223640441894531,111.32131958007812,114.85235595703125,2019-08-05 12:05:50.504,2019-08-05 12:05:52.506,9,248.59629821777344,497.1925964355469,optxDahu15xmix,2.002,82.86543273925781,normal,test,sha,B,1,normal test
981,normal_test_sha_B_1_10,12.541236877441406,20.766799926757812,163.87530517578125,168.90399169921875,2019-08-05 12:05:55.511,2019-08-05 12:05:58.513,10,366.0873336791992,732.1746673583984,optxDahu15xmix,3.002,91.5218334197998,normal,test,sha,B,1,normal test
998,normal_test_sha_B_1_11,22.114776611328125,11.679740905761719,201.27114868164062,141.69522094726562,2019-08-05 12:06:01.518,2019-08-05 12:06:04.520,11,376.7608871459961,753.5217742919922,optxDahu15xmix,3.002,94.19022178649902,normal,test,sha,B,1,normal test
1014,normal_test_sha_B_1_12,12.361015319824219,21.378807067871094,183.07308959960938,183.921875,2019-08-05 12:06:07.525,2019-08-05 12:06:10.527,12,400.7347869873047,801.4695739746094,optxDahu15xmix,3.002,100.18369674682617,normal,test,sha,B,1,normal test
